001_15_PNG_jpg.rf.7ae3c04130de9c0e178fa2c1feb8eca9.jpg,1,0,100.00,617
00101001_png_jpg.rf.27db3f0cbf1a1ef078dcca2fdc2874af.jpg,1,0,100.00,490
00101027_png_jpg.rf.a92770147b74d58b15829954bbba6ac6.jpg,1,8,51.53,359
00101029_png_jpg.rf.14639faea024ffc684cd71be406650dc.jpg,1,12,49.89,233
00104001_png_jpg.rf.bfafcce0144b089dc34bc63f05c4ea12.jpg,1,5,61.22,276
00104027_png_jpg.rf.a0812b28f188bed93538a071edc42b73.jpg,1,29,53.79,282
002_02_PNG_jpg.rf.036f32c4fafd37313d3efbf30e330a90.jpg,1,7,88.69,386
002_11_PNG_jpg.rf.74c78f2735867cd2f42cf4550d9d7993.jpg,1,0,100.00,322
002_15_PNG_jpg.rf.505a2e55fcdd82ca86042fe97b59d1b7.jpg,1,0,100.00,322
00205002_png_jpg.rf.c64a564d90ed620839808566c8ae60bc.jpg,1,0,100.00,354
00205002_png_jpg.rf.edc16c394577e472cd95c93f73a616e4.jpg,1,0,100.00,194
02205002_png_jpg.rf.c491e313d0f62c95e2990f664fe44c8b.jpg,1,8,66.35,122
02302023_png_jpg.rf.7b59991fc80b082bb1925a5071c22464.jpg,1,0,100.00,108
02302070_png_jpg.rf.5db163a7de9ae621c56c1a86c3de2d84.jpg,1,0,100.00,165
02305070_png_jpg.rf.d7ecd0ef0984bbe479271ab32d0888af.jpg,1,0,100.00,149
02403024_png_jpg.rf.234c51b41d237cc3246c71e4fae0e0e0.jpg,1,0,100.00,158
02601026_png_jpg.rf.2e55a766ff4dc7a77260ab10c910bca5.jpg,1,0,100.00,131
02701027_png_jpg.rf.cbb3219446cb316a4c42533c35249aef.jpg,1,27,53.62,140
02702027_png_jpg.rf.819a7dc18c7f3c8ce22710a3ed5abc08.jpg,1,8,60.61,161
02703027_png_jpg.rf.b76da2e8d9524be6951e25848b1add1a.jpg,1,10,52.46,145
03_069_png_jpg.rf.5f1e837207ef6358f292d292daf5e71e.jpg,1,5,54.30,125
03205085_png_jpg.rf.93ec2f5b272bef47099a1b0f3c158976.jpg,1,15,64.82,132
08501085_png_jpg.rf.9221f3b87796f82891e256a75a7696ee.jpg,1,0,100.00,152
08504085_png_jpg.rf.f5c2b292988cf055946a56494933cdea.jpg,1,0,100.00,126
08602086_png_jpg.rf.48160dbed60bba75fa1b4edd0a8c945d.jpg,1,0,100.00,118
09304093_png_jpg.rf.9494e76e10a326b85b826c8ec40f5152.jpg,1,4,62.62,148
1_png.rf.2b1f3375a14adfb8dc7ba771d0c3ebe3.jpg,1,10,45.56,133
1_png.rf.44276085919656a54a022d02083f4e0e.jpg,1,10,23.41,124
1_png.rf.4851c565455ea0bf15090a87112764bc.jpg,1,10,42.44,147
1_png.rf.953d2eb49ec06cbdceded4af8f4cbc44.jpg,1,10,22.31,131
1_png.rf.cc7899c34d1d8241b3026a8e0fa74a47.jpg,1,10,42.44,125
1_png.rf.cd81f8e3ba409c128c01fe3f2f221fb6.jpg,1,10,22.09,235
10_png.rf.2d8da220f77b18e7de44f4756cc687b3.jpg,1,9,34.77,193
10_png.rf.6ff4cc9343039deacf1e1dec59ef0821.jpg,1,9,48.30,120
10_png.rf.7f8156a37f83d2155f9b1591e61b19da.jpg,1,9,38.32,136
10_png.rf.a88fd2178d8b8e93944d3a6f02aa409c.jpg,1,9,38.61,133
14_png.rf.04d6e155fea10001a2bb6b9fd5fb0d63.jpg,1,10,35.22,139
14_png.rf.7e3c63e0d06e0949759dfe46795fba76.jpg,1,10,38.46,127
14_png.rf.8df113443a6ffc3a6271af52c8706b52.jpg,1,10,33.11,151
14_png.rf.cbc1767876a4d6119ee164f00927918d.jpg,1,10,40.14,179
14_png.rf.fcc5241fe17a3726f416dccb679f3a30.jpg,1,10,45.77,138
14_png.rf.ffe93fbb3b9f8030b794f3d9673289ac.jpg,1,10,35.97,162
18_png.rf.03cc6781acb7697210a2854f5de12c24.jpg,1,7,30.59,125
18_png.rf.16c61b94c3d61bdb668e179ca9dc3212.jpg,1,7,26.85,131
18_png.rf.65d9c8997b92e7eeeab4c03087fb791f.jpg,1,7,30.14,145
18_png.rf.6f1ba185b3bff2da1d753d0fdae324d5.jpg,1,7,36.69,124
18_png.rf.9980efa13f873328e9d4aceaaa0cd730.jpg,1,7,26.85,120
18_png.rf.a04237916cf8afa8c755aada5f331ae1.jpg,1,7,32.84,114
2_png.rf.43fa3c3f3dfe467f37395f4ab16405dc.jpg,0,11,100.00,142
2_png.rf.5f247cf3a8537bfe796799662d8efd66.jpg,0,11,100.00,134
2_png.rf.f25b6ecd6ca8f4124cebd9a7bb1d4a15.jpg,0,11,100.00,119
21_png.rf.1ff01628f0cab0e53ee7aa75e8e87f1f.jpg,1,9,25.23,133
21_png.rf.3338010398ec8ccf5acf084f9d65de66.jpg,1,9,24.09,112
21_png.rf.3968b3a75b79489b6ef0cf8439d9fde4.jpg,1,9,25.23,127
21_png.rf.43f466219daac754f9d2ab234c9f6897.jpg,1,9,47.06,124
21_png.rf.9220576a908f8f52b532894da9695635.jpg,1,9,43.52,129
3_png.rf.50b8175ab72a33adbff972beb671c512.jpg,0,11,100.00,117
3_png.rf.a098c14de07b8ec3b96c80ec6df66e44.jpg,0,11,100.00,123
3_png.rf.a7a511fb6136459523901c3fa456480b.jpg,0,11,100.00,119
4_png.rf.d4374a737da88e15f923b657ce573dfd.jpg,0,8,100.00,151
4_png.rf.e065ff219e031b0ec80e2b3b1c822245.jpg,0,8,100.00,146
MicrosoftTeams-image-1-Copy-Copy_png.rf.0411222c4cdd7a87b26e1499094c8abe.jpg,1,9,52.96,120
MicrosoftTeams-image-1-Copy-Copy_png.rf.5f715cdf9b6077827ba941958c6471cf.jpg,1,9,54.55,139
MicrosoftTeams-image-1-Copy-Copy_png.rf.e7156c9aa338e6d3e11b01cac2a1b6da.jpg,1,9,40.10,118
MicrosoftTeams-image-10-Copy_png.rf.70058f1172783de55228f382c6926a01.jpg,1,9,40.14,128
MicrosoftTeams-image-10-Copy_png.rf.b3641b1a85725bb36af117ed22d8465c.jpg,1,9,19.32,152
MicrosoftTeams-image-10-Copy-Copy_png.rf.559d2e85435cc13a9a59c591e458fb41.jpg,1,10,34.86,114
MicrosoftTeams-image-17-Copy-Copy_png.rf.52eb98eceab8212bdada65e4fb576d8a.jpg,1,7,31.78,115
MicrosoftTeams-image-2-Copy_png.rf.9c934cec6018d1aedc65599007c88dbe.jpg,1,10,36.18,116
MicrosoftTeams-image-4-Copy_png.rf.c503ef98258345642cdba6623441a9a2.jpg,1,7,38.15,124
MicrosoftTeams-image-5-Copy_png.rf.c5f05eb16773b7cb282c4e0beccfa555.jpg,1,9,20.08,128
MicrosoftTeams-image-Copy-2-_png.rf.4243e55eb9f3c805f6c0d54f2d8a9341.jpg,1,10,43.39,116
MicrosoftTeams-image-Copy-2-_png.rf.792670557ee74e5a96bffabc81e40af0.jpg,1,10,36.17,116
NFI-00101014_png_jpg.rf.cbeb968701eaf9f15d7bbf0529df4b7e.jpg,1,0,100.00,126
